0,98.135553,15.313883
1,30.556325,38.641880
10,95.141327,64.947873
19,74.978279,85.758148
28,60.317707,11.043420
37,33.328726,56.043923
46,48.304137,80.299716
55,80.861887,62.976166
64,94.478572,48.405758
73,77.793793,67.115090
82,79.650325,70.092615
91,91.521809,59.260286
100,57.171553,10.885547
109,28.470894,41.786607
118,22.221465,95.987538
127,86.451245,81.872977
136,73.972006,61.735970
145,28.130271,85.525700
154,72.531755,0.943179
163,64.768727,49.011729
172,88.687703,18.180656
181,93.904293,9.149814
190,97.178590,47.365053
199,96.132857,21.582379
208,11.639499,35.235168
217,25.149530,48.755478
226,34.538939,84.684172
235,37.450609,13.691413
244,22.475601,64.827784
253,83.662760,51.178498
262,34.623618,65.935358
271,33.167337,52.738108
280,13.242372,87.597395
2,55.159883,21.960854
11,57.142723,35.428858
20,44.205684,87.791282
29,20.485340,82.387147
38,35.470161,7.612487
47,56.271243,63.461165
56,38.309089,82.720445
65,72.514775,57.010523
74,10.268944,92.796074
83,15.385710,5.496054
92,85.517304,60.241500
101,36.511932,97.904851
110,26.248843,55.045940
119,46.214591,37.527600
128,18.154443,25.209156
137,73.602499,42.816411
146,84.192222,25.645831
155,98.436058,8.273187
164,1.063890,63.441217
173,86.060144,91.875492
182,60.137893,65.995434
191,31.630727,42.946317
200,5.012010,30.990515
209,33.953708,47.621383
218,42.732432,12.258909
227,17.195156,97.766545
236,98.706717,41.933872
245,71.394444,81.071050
254,76.332351,66.417661
263,2.849609,64.441172
272,32.333838,63.360025
281,10.944461,23.986075
290,58.006933,76.368802
299,56.169953,37.862351
308,31.764788,27.213748
317,44.931490,4.950728
326,44.963137,54.293054
335,70.539096,40.394035
344,54.730118,70.842626
353,9.814115,36.178961
362,0.848527,40.883305
371,81.167405,79.192843
380,21.776364,3.471655
389,1.263397,51.485997
398,80.627796,18.976813
407,77.404234,3.725973
416,22.817180,78.796220
425,44.194169,83.074640
434,17.813339,16.119047
443,74.168825,56.340268
452,68.034712,63.562401
461,81.238966,28.654457
470,97.599372,11.354177
479,86.401632,72.053108
488,22.753899,98.574990
497,90.244698,80.165801
506,88.830932,79.764388
515,41.604892,14.370717
524,9.026323,73.237233
533,61.089789,23.827199
542,43.934285,28.549259
551,13.158951,72.171710
560,31.895408,58.021200
569,57.886395,28.160011
3,1.186711,39.473818
12,87.255516,77.409320
21,99.953830,94.210152
30,40.564665,74.837236
39,44.929476,94.891291
48,25.491787,42.288481
57,75.965890,22.125103
66,43.036635,55.215158
75,51.711692,96.951315
84,94.374197,15.045899
93,73.655938,27.687084
102,91.409182,74.136008
111,93.344193,99.881565
120,2.327164,64.056300
129,90.130644,88.375390
138,36.026813,22.129715
147,90.693235,36.339172
156,16.622816,58.494288
165,29.444033,47.632533
174,8.934300,36.055619
183,39.717062,9.420015
192,42.674748,67.075629
201,1.934649,14.793759
210,92.164300,79.804819
219,45.585131,33.901464
228,87.096326,9.007397
237,84.934769,21.102014
246,11.430906,61.985382
255,72.146729,9.798280
264,49.483116,72.161891
273,53.956474,39.564386
282,14.292052,52.657571
291,83.668064,55.208131
300,25.890279,55.579655
309,47.974088,94.105542
318,17.442164,9.832884
327,50.520300,65.380274
336,43.451615,60.163729
345,41.843098,45.730355
354,1.386381,74.278776
363,34.134879,21.795907
372,60.363991,78.377995
381,71.630901,73.731044
390,34.278603,93.605067
399,84.145851,67.362976
408,15.877011,83.854673
417,44.065800,90.762043
426,76.798513,49.496473
435,4.222154,98.602088
444,59.111951,43.147214
453,36.601574,27.712962
462,72.341030,76.291998
471,90.910854,78.427143
480,0.842437,22.771550
489,57.543909,35.703821
498,68.667543,40.504930
507,69.848264,68.307751
516,16.177996,5.127124
525,92.662797,95.274283
534,72.414158,31.504207
543,89.692507,81.068460
552,86.256138,21.567436
561,95.670923,77.996810
570,85.545257,56.943284
579,16.978577,86.429887
588,83.297164,38.931860
597,40.285183,86.037570
606,85.708067,69.668812
615,42.651237,93.902847
624,53.905385,43.282842
633,62.613551,0.103638
642,41.573459,6.281967
651,17.627678,3.919634
660,76.551537,6.649560
669,5.389647,41.902659
678,18.383609,79.472311
687,66.158127,93.339833
696,27.792680,14.222056
705,67.239554,72.693327
714,29.981025,26.977733
723,91.948163,25.119621
732,78.613984,57.176105
741,42.067395,36.802155
750,9.030860,22.709960
759,99.421031,4.559259
768,70.832182,16.658148
777,91.888443,84.149310
786,24.436574,71.324536
795,62.012456,82.309206
804,66.166959,1.785899
813,94.952072,19.272847
822,62.135949,88.999704
831,76.327000,6.271358
840,77.364604,6.943039
849,46.859706,89.069028
858,91.222235,1.756141
867,34.778377,99.007031
876,95.550575,87.681522
885,59.269671,55.391213
894,76.513883,35.410948
903,38.948418,98.429706
912,4.151315,95.537245
921,87.516158,16.690829
930,42.377846,89.111984
939,23.555106,12.019965
948,97.359008,55.477872
957,79.951071,83.139690
966,14.206467,15.730379
975,20.665081,94.998106
984,33.840378,97.850707
993,77.683027,62.624810
1002,3.133111,89.180903
1011,89.446555,13.828628
1020,15.856495,61.318845
1029,68.994232,0.376555
1038,34.574100,83.371916
1047,54.193052,13.418384
1056,3.292539,23.472460
1065,27.912607,68.912403
1074,74.923761,74.428664
1083,7.248257,66.769723
1092,43.991310,84.183291
1101,93.987767,39.777576
1110,60.410218,87.684785
1119,87.780256,9.892240
1128,8.656963,96.627474
1137,46.673100,49.099202
1146,52.494097,39.654833
4,24.445067,17.982197
13,99.695402,89.084798
22,58.632278,6.489709
31,9.665753,83.999853
40,22.565568,54.543510
49,3.570875,99.379661
58,4.438006,65.222299
67,96.711580,7.503889
76,89.972507,21.304795
85,70.481482,9.717269
94,89.866658,34.124934
103,3.418495,50.785286
112,32.561708,28.431335
121,4.859261,41.973514
130,47.508586,62.727150
139,97.928577,86.058177
148,59.984563,50.264432
157,94.552820,66.692144
166,18.107862,64.765831
175,28.773403,67.251697
184,66.032235,21.782327
193,61.844397,94.967661
202,15.797718,53.126671
211,35.773614,53.397854
220,50.999566,63.848501
229,35.172619,7.670132
238,82.692145,1.125474
247,9.251603,96.401246
256,46.089489,65.598148
265,80.014489,81.289896
274,91.305217,42.065114
283,34.959279,35.297290
292,7.940645,21.082365
301,28.731494,60.386145
310,36.225159,98.549532
319,14.317882,92.621981
328,75.697346,75.805848
337,64.635460,69.816514
