0,1
0,10
0,19
0,28
0,37
0,46
0,55
0,64
0,73
0,82
0,91
0,100
0,109
0,118
0,127
0,136
0,145
0,154
0,163
0,172
0,181
0,190
0,199
0,208
0,217
0,226
0,235
0,244
0,253
0,262
0,271
0,280
1,2
1,11
1,20
1,29
1,38
1,47
1,56
1,65
1,74
1,83
1,92
1,101
1,110
1,119
1,128
1,137
1,146
1,155
1,164
1,173
1,182
1,191
1,200
1,209
1,218
1,227
1,236
1,245
1,254
1,263
1,272
1,281
1,290
1,299
1,308
1,317
1,326
1,335
1,344
1,353
1,362
1,371
1,380
1,389
1,398
1,407
1,416
1,425
1,434
1,443
1,452
1,461
1,470
1,479
1,488
1,497
1,506
1,515
1,524
1,533
1,542
1,551
1,560
1,569
10,2
10,11
10,20
10,29
10,38
10,47
10,56
10,65
10,74
10,83
10,92
10,101
10,110
10,119
10,128
10,137
10,146
10,155
10,164
10,173
10,182
10,191
10,200
10,209
10,218
10,227
10,236
10,245
10,254
10,263
10,272
10,281
10,290
10,299
10,308
10,317
10,326
10,335
10,344
10,353
10,362
10,371
10,380
10,389
10,398
10,407
10,416
10,425
10,434
10,443
10,452
10,461
10,470
10,479
10,488
10,497
10,506
10,515
10,524
10,533
10,542
10,551
10,560
10,569
19,2
19,11
19,20
19,29
19,38
19,47
19,56
19,65
19,74
19,83
19,92
19,101
19,110
19,119
19,128
19,137
19,146
19,155
19,164
19,173
19,182
19,191
19,200
19,209
19,218
19,227
19,236
19,245
19,254
19,263
19,272
19,281
19,290
19,299
19,308
19,317
19,326
19,335
19,344
19,353
19,362
19,371
19,380
19,389
19,398
19,407
19,416
19,425
19,434
19,443
19,452
19,461
19,470
19,479
19,488
19,497
19,506
19,515
19,524
19,533
19,542
19,551
19,560
19,569
28,2
28,11
28,20
28,29
28,38
28,47
28,56
28,65
28,74
28,83
28,92
28,101
28,110
28,119
28,128
28,137
28,146
28,155
28,164
28,173
28,182
28,191
28,200
28,209
28,218
28,227
28,236
28,245
28,254
28,263
28,272
28,281
28,290
28,299
28,308
28,317
28,326
28,335
28,344
28,353
28,362
28,371
28,380
28,389
28,398
28,407
28,416
28,425
28,434
28,443
28,452
28,461
28,470
28,479
28,488
28,497
28,506
28,515
28,524
28,533
28,542
28,551
28,560
28,569
37,2
37,11
37,20
37,29
37,38
37,47
37,56
37,65
37,74
37,83
37,92
37,101
37,110
37,119
37,128
37,137
37,146
37,155
37,164
37,173
37,182
37,191
37,200
37,209
37,218
37,227
37,236
37,245
37,254
37,263
37,272
37,281
37,290
37,299
37,308
37,317
37,326
37,335
37,344
37,353
37,362
37,371
37,380
37,389
37,398
37,407
37,416
37,425
37,434
37,443
37,452
37,461
37,470
37,479
37,488
37,497
37,506
37,515
37,524
37,533
37,542
37,551
37,560
37,569
46,2
46,11
46,20
46,29
46,38
46,47
46,56
46,65
46,74
46,83
46,92
46,101
46,110
46,119
46,128
46,137
46,146
46,155
46,164
46,173
46,182
46,191
46,200
46,209
46,218
46,227
46,236
46,245
46,254
46,263
46,272
46,281
46,290
46,299
46,308
46,317
46,326
46,335
46,344
46,353
46,362
46,371
46,380
46,389
46,398
46,407
46,416
46,425
46,434
46,443
46,452
46,461
46,470
46,479
46,488
46,497
46,506
46,515
46,524
46,533
46,542
46,551
46,560
46,569
55,2
55,11
55,20
55,29
55,38
55,47
55,56
55,65
55,74
55,83
55,92
55,101
55,110
55,119
55,128
55,137
55,146
55,155
55,164
55,173
55,182
55,191
55,200
55,209
55,218
55,227
55,236
55,245
55,254
55,263
55,272
55,281
55,290
55,299
55,308
55,317
55,326
55,335
55,344
55,353
55,362
55,371
55,380
55,389
55,398
55,407
55,416
55,425
55,434
55,443
55,452
55,461
55,470
55,479
55,488
55,497
55,506
55,515
55,524
55,533
55,542
55,551
55,560
55,569
64,2
64,11
64,20
64,29
64,38
64,47
64,56
64,65
64,74
64,83
64,92
64,101
64,110
64,119
64,128
64,137
64,146
64,155
64,164
64,173
64,182
64,191
64,200
64,209
64,218
64,227
64,236
64,245
64,254
64,263
64,272
64,281
64,290
64,299
64,308
64,317
64,326
64,335
64,344
64,353
64,362
64,371
64,380
64,389
64,398
64,407
64,416
64,425
64,434
64,443
64,452
64,461
64,470
64,479
64,488
64,497
64,506
64,515
64,524
64,533
64,542
64,551
64,560
64,569
73,2
73,11
73,20
73,29
73,38
73,47
73,56
73,65
73,74
73,83
73,92
73,101
73,110
73,119
73,128
73,137
73,146
73,155
73,164
73,173
73,182
73,191
73,200
73,209
73,218
73,227
73,236
73,245
73,254
73,263
73,272
73,281
73,290
73,299
73,308
73,317
73,326
73,335
73,344
73,353
73,362
73,371
73,380
73,389
73,398
73,407
73,416
73,425
73,434
73,443
73,452
73,461
73,470
73,479
73,488
73,497
73,506
73,515
73,524
73,533
73,542
73,551
73,560
73,569
82,2
82,11
82,20
82,29
82,38
82,47
82,56
82,65
82,74
82,83
82,92
82,101
82,110
82,119
82,128
82,137
82,146
82,155
82,164
82,173
82,182
82,191
82,200
82,209
82,218
82,227
82,236
82,245
82,254
82,263
82,272
82,281
82,290
82,299
82,308
82,317
82,326
82,335
82,344
82,353
82,362
82,371
82,380
82,389
82,398
82,407
82,416
82,425
82,434
82,443
82,452
82,461
82,470
82,479
82,488
82,497
82,506
82,515
82,524
82,533
82,542
82,551
82,560
82,569
91,2
91,11
91,20
91,29
91,38
91,47
91,56
91,65
91,74
91,83
91,92
91,101
91,110
91,119
91,128
91,137
91,146
91,155
91,164
91,173
91,182
91,191
91,200
91,209
91,218
91,227
91,236
91,245
91,254
91,263
91,272
91,281
91,290
91,299
91,308
91,317
91,326
91,335
91,344
91,353
91,362
91,371
91,380
91,389
91,398
91,407
91,416
91,425
91,434
91,443
91,452
91,461
91,470
91,479
91,488
91,497
91,506
91,515
91,524
91,533
91,542
91,551
91,560
91,569
100,2
100,11
100,20
100,29
100,38
100,47
100,56
100,65
100,74
100,83
100,92
100,101
100,110
100,119
100,128
100,137
100,146
100,155
100,164
100,173
100,182
100,191
100,200
100,209
100,218
100,227
100,236
100,245
100,254
100,263
100,272
100,281
100,290
100,299
100,308
100,317
100,326
100,335
100,344
100,353
100,362
100,371
100,380
100,389
100,398
100,407
100,416
100,425
100,434
100,443
100,452
100,461
100,470
100,479
100,488
100,497
100,506
100,515
100,524
100,533
100,542
100,551
100,560
100,569
109,2
109,11
109,20
109,29
109,38
109,47
109,56
109,65
109,74
109,83
109,92
109,101
109,110
109,119
109,128
109,137
109,146
109,155
109,164
109,173
109,182
109,191
109,200
109,209
109,218
109,227
109,236
109,245
109,254
109,263
109,272
109,281
109,290
109,299
109,308
109,317
109,326
109,335
109,344
109,353
109,362
109,371
109,380
109,389
109,398
109,407
109,416
109,425
109,434
109,443
109,452
109,461
109,470
109,479
109,488
109,497
109,506
109,515
109,524
109,533
109,542
109,551
109,560
109,569
118,2
118,11
118,20
118,29
118,38
118,47
118,56
118,65
118,74
118,83
118,92
118,101
118,110
118,119
118,128
118,137
118,146
118,155
118,164
118,173
118,182
118,191
118,200
118,209
118,218
118,227
118,236
118,245
118,254
118,263
118,272
118,281
118,290
118,299
118,308
118,317
118,326
118,335
118,344
118,353
118,362
118,371
118,380
118,389
118,398
118,407
118,416
118,425
118,434
118,443
118,452
118,461
118,470
118,479
118,488
118,497
118,506
118,515
118,524
118,533
118,542
118,551
118,560
118,569
127,2
127,11
127,20
127,29
127,38
127,47
127,56
127,65
127,74
127,83
127,92
127,101
127,110
127,119
127,128
127,137
127,146
127,155
127,164
127,173
127,182
127,191
127,200
127,209
127,218
127,227
127,236
127,245
127,254
127,263
127,272
127,281
127,290
127,299
127,308
127,317
127,326
127,335
127,344
127,353
127,362
127,371
127,380
127,389
127,398
127,407
127,416
127,425
127,434
127,443
127,452
127,461
127,470
127,479
127,488
127,497
127,506
127,515
127,524
127,533
127,542
127,551
127,560
127,569
136,2
136,11
136,20
136,29
136,38
136,47
136,56
136,65
136,74
136,83
136,92
136,101
136,110
136,119
136,128
136,137
136,146
136,155
136,164
136,173
136,182
136,191
136,200
136,209
136,218
136,227
136,236
136,245
136,254
136,263
136,272
136,281
136,290
136,299
136,308
136,317
136,326
136,335
136,344
136,353
136,362
136,371
136,380
136,389
136,398
136,407
136,416
136,425
136,434
136,443
136,452
136,461
136,470
136,479
136,488
136,497
136,506
136,515
136,524
136,533
136,542
136,551
136,560
136,569
145,2
145,11
145,20
145,29
145,38
145,47
145,56
145,65
145,74
145,83
145,92
145,101
145,110
145,119
145,128
145,137
145,146
145,155
145,164
145,173
145,182
145,191
145,200
145,209
145,218
145,227
145,236
145,245
145,254
145,263
145,272
145,281
145,290
145,299
145,308
145,317
145,326
145,335
145,344
145,353
145,362
145,371
145,380
145,389
145,398
145,407
145,416
145,425
145,434
145,443
145,452
145,461
145,470
145,479
145,488
145,497
145,506
145,515
145,524
145,533
145,542
145,551
145,560
145,569
154,2
154,11
154,20
154,29
154,38
154,47
154,56
154,65
154,74
154,83
154,92
154,101
154,110
154,119
154,128
154,137
154,146
154,155
154,164
154,173
154,182
154,191
154,200
154,209
154,218
154,227
154,236
154,245
154,254
154,263
154,272
154,281
154,290
154,299
154,308
154,317
154,326
154,335
154,344
154,353
154,362
154,371
154,380
154,389
154,398
154,407
154,416
154,425
154,434
154,443
154,452
154,461
154,470
154,479
154,488
154,497
154,506
154,515
154,524
154,533
154,542
154,551
154,560
154,569
163,2
163,11
163,20
163,29
163,38
163,47
163,56
163,65
163,74
163,83
163,92
163,101
163,110
163,119
163,128
163,137
163,146
163,155
163,164
163,173
163,182
163,191
163,200
163,209
163,218
163,227
163,236
163,245
163,254
163,263
163,272
163,281
163,290
163,299
163,308
163,317
163,326
163,335
163,344
163,353
163,362
163,371
163,380
163,389
163,398
163,407
163,416
163,425
163,434
163,443
163,452
163,461
163,470
163,479
163,488
163,497
163,506
163,515
163,524
163,533
163,542
163,551
163,560
163,569
172,2
172,11
172,20
172,29
172,38
172,47
172,56
172,65
172,74
172,83
172,92
172,101
172,110
172,119
172,128
172,137
172,146
172,155
172,164
172,173
172,182
172,191
172,200
172,209
172,218
172,227
172,236
172,245
172,254
172,263
172,272
